word	mesh	match	name	chebi
Trichloroethanol	mesh:C005849	2,2,2-trichloroethanol	2,2,2-trichloroethanol	chebi:28094
Chloroacetic acid	mesh:C006972	NA	NA	NA
Thiodiacetic acid sulforide	mesh:C010518	NA	NA	NA
1-Nitronaphthalene	mesh:C016614	NA	NA	NA
1-Naphthol	mesh:C029350	1-naphthol	1-naphthol	chebi:10319
2OH-1-aghthaknyfhio	mesh:C031356	hydroxide	hydroxide ion	chebi:16234
9-OH-B	mesh:C031356	hydroxide	hydroxide ion	chebi:16234
IRIN-Acetyicyeinyi (2R)-OH	mesh:C031356	hydroxide	hydroxide ion	chebi:16234
OH-(2R)-N	mesh:C031356	hydroxide	hydroxide ion	chebi:16234
OH-B	mesh:C031356	hydroxide	hydroxide ion	chebi:16234
naphthalene	mesh:C031721	NA	NA	NA
4Bromophenol	mesh:C032037	NA	NA	NA
2-Bromophenol	mesh:C032038	2-bromophenol	2-bromophenol	chebi:34264
ELOH-(25-N-Acetykeystriny )	mesh:C039438	NA	NA	NA
1,2-Naphthoquinone	mesh:C040756	NA	NA	NA
3,4-dihydrodiol	mesh:C507866	trans-1,2-dihydronaphthalene-1,2-diol	trans-1,2-dihydro-1,2-naphthalenediol	chebi:27039
Bromoberane-3,4-dihydrodiol	mesh:C507866	trans-1,2-dihydronaphthalene-1,2-diol	trans-1,2-dihydro-1,2-naphthalenediol	chebi:27039
O NNAL-N-oxide	mesh:C526964	NA	NA	NA
1-(3-pyridayl)-1-butanone	mesh:D002074	Butanones	butanone	chebi:22951
1-butanone	mesh:D002074	Butanones	butanone	chebi:22951
1,2epoxide	mesh:D004852	NA	NA	NA
2,3-epoxide 4Bromocatchol	mesh:D004852	NA	NA	NA
3,4epoxide	mesh:D004852	NA	NA	NA
epoxide	mesh:D004852	NA	NA	NA
Glutathione	mesh:D005978	Glutathione	glutathione	chebi:16856
Nicotine	mesh:D009538	Nicotine	(S)-nicotine	chebi:17688
Trichloroethylene	mesh:D014241	Trichloroethylene	trichloroethene	chebi:16602
