word	mesh	match	name	chebi
4-hydroxyphenylpyruvate	mesh:C010590	NA	NA	NA
phenylacetaldehyde	mesh:C013192	NA	NA	NA
4-hydroxyphenylacetate	mesh:C026246	NA	NA	NA
Phenylpyruvate	mesh:C031606	keto-phenylpyruvic acid	phenylpyruvic acid	chebi:30851
phenylpyruvate	mesh:C031606	keto-phenylpyruvic acid	phenylpyruvic acid	chebi:30851
glutamine	mesh:D005973	Glutamine	glutamine	chebi:28300
Phenylacetate	mesh:D010648	NA	NA	NA
Phenylalanine	mesh:D010649	Phenylalanine	phenylalanine	chebi:28044
phenylalanine	mesh:D010649	Phenylalanine	phenylalanine	chebi:28044
pyruvate	mesh:D011773	NA	NA	NA
Tyrosine	mesh:D014443	Tyrosine	L-tyrosine	chebi:17895
glutamate	mesh:D018698	NA	NA	NA
