word	mesh	match	name	chebi
Glucose	NA	Glucose	aldehydo-D-glucose	chebi:42758
PEP	NA	PEP	2-(phosphonooxy)prop-2-enoic acid	chebi:44897
PEP	NA	PEP	2-(phosphonooxy)prop-2-enoic acid	chebi:44897
CIT	NA	Cit	N(5)-carbamoyl-L-ornithine	chebi:16349
OAA	NA	OAA	NA	chebi:132560
DAHP	NA	DAHP	3-deoxy-7-O-phosphono-D-arabino-hept-2-ulosonic acid	chebi:18150
Shikimate	NA	shikimate	shikimate	chebi:36208
GAP	NA	GAP	2-hydroxy-3-oxopropyl dihydrogen phosphate	chebi:17138
Chorismate	NA	chorismate	chorismate	chebi:29748
acid	NA	acid	acid	chebi:37527
amino acids	NA	Amino acids	alpha-amino acid	chebi:33704
