word	mesh	match	name	chebi
Propionyl-CoA	mesh:C009061	propionyl-CoA	propionyl-coenzyme A	chebi:15539
Mannonate	mesh:C014078	mannonate	mannonate	chebi:33526
DHAP Lactaldehyde	mesh:C014634	NA	NA	NA
tagatose-6-P	mesh:C030192	tagatose	tagatose	chebi:33954
Rhamnulose-1-P Fuculose-1-P	mesh:C519898	NA	NA	NA
Acetate	mesh:D000085	Acetates	acetate ester	chebi:47622
Asp	mesh:D001224	NA	NA	NA
dipeptides	mesh:D004151	Dipeptides	dipeptide	chebi:46761
Propionate	mesh:D011422	NA	NA	NA
Succinate	mesh:D013386	Succinates	succinate	chebi:26806
Glutamate	mesh:D018698	NA	NA	NA
Propanol	mesh:D020005	NA	NA	NA
