organism_id	organism_name	organism_group	word	match	ncbigene_symbol	ncbigene_id	source	count_direct	count_synonym	count_match
3702	Arabidopsis thaliana	Plants and Fungi	C4H	C4H	C4H	817599	ncbigene_symbol	12	4	15
3702	Arabidopsis thaliana	Plants and Fungi	At5g63380	AT5G63380	AT5G63380	836457	ncbigene_symbol	12	4	15
3702	Arabidopsis thaliana	Plants and Fungi	At4g05160	AT4G05160	AT4G05160	825864	ncbigene_symbol	12	4	15
3702	Arabidopsis thaliana	Plants and Fungi	TT4	TT4	TT4	831241	ncbigene_symbol	12	4	15
3702	Arabidopsis thaliana	Plants and Fungi	TT5	TT5	TT5	824678	ncbigene_symbol	12	4	15
3702	Arabidopsis thaliana	Plants and Fungi	CHI	CHI	CHI	818959	ncbigene_symbol	12	4	15
3702	Arabidopsis thaliana	Plants and Fungi	TT6	TT6	F3H	824287	ncbigene_synonym	12	4	15
3702	Arabidopsis thaliana	Plants and Fungi	FLS	FLS	FLS1	830765	ncbigene_synonym	12	4	15
3702	Arabidopsis thaliana	Plants and Fungi	FLS	FLS	FLS3	836478	ncbigene_synonym	12	4	15
3702	Arabidopsis thaliana	Plants and Fungi	At3g19000	AT3G19000	AT3G19000	821433	ncbigene_symbol	12	4	15
3702	Arabidopsis thaliana	Plants and Fungi	UF3GT	UF3GT	UF3GT	835489	ncbigene_symbol	12	4	15
3702	Arabidopsis thaliana	Plants and Fungi	TT3	TT3	DFR	834291	ncbigene_synonym	12	4	15
3702	Arabidopsis thaliana	Plants and Fungi	LDOX	LDOX	LDOX	828387	ncbigene_symbol	12	4	15
3702	Arabidopsis thaliana	Plants and Fungi	At5g54010	AT5G54010	AT5G54010	835484	ncbigene_symbol	12	4	15
3702	Arabidopsis thaliana	Plants and Fungi	At1g01390	AT1G01390	AT1G01390	837790	ncbigene_symbol	12	4	15
3702	Arabidopsis thaliana	Plants and Fungi	•At4g22870	AT4G22870	AT4G22870	828386	ncbigene_symbol	12	4	15
7227	Drosophila melanogaster	Invertebrates	AGI	AGI	Agi	5657748	ncbigene_symbol	3	4	4
7227	Drosophila melanogaster	Invertebrates	PAL	PAL	pal	45912	ncbigene_symbol	3	4	4
7227	Drosophila melanogaster	Invertebrates	PAL	PAL	Pal2	37746	ncbigene_synonym	3	4	4
7227	Drosophila melanogaster	Invertebrates	CHI	CHI	Chi	37837	ncbigene_symbol	3	4	4
7227	Drosophila melanogaster	Invertebrates	CHI	CHI	chic	33834	ncbigene_synonym	3	4	4
7227	Drosophila melanogaster	Invertebrates	DFR	DFR	ppk	34843	ncbigene_synonym	3	4	4
7227	Drosophila melanogaster	Invertebrates	DFR	DFR	vvl	38752	ncbigene_synonym	3	4	4
