word	mesh	match	name	chebi
AMP	NA	AMP	5'-O-phosphonatoadenosine	chebi:456215
GAL	NA	Gal	galacto-hexose	chebi:28260
Raptor	NA	Raptor	rac-ammonium 5-(methoxymethyl)-2-[4-methyl-5-oxo-4-(propan-2-yl)-4,5-dihydro-1H-imidazol-2-yl]pyridine-3-carboxylate	chebi:133232
Hormones	NA	hormones	NA	chebi:24621
Neurotransmitters	NA	neurotransmitters	NA	chebi:25512
SOK	NA	SOK	2-chloro-4,5-dimethylphenyl methylcarbamate	chebi:82090
CTMP	NA	cTMP	thymidine 3',5'-(hydrogen phosphate)	chebi:75183
DNA	NA	DNA	deoxyribonucleic acids	chebi:16991
DNA	NA	DNA	deoxyribonucleic acids	chebi:16991
DNA	NA	DNA	deoxyribonucleic acids	chebi:16991
DNA	NA	DNA	deoxyribonucleic acids	chebi:16991
DNA	NA	DNA	deoxyribonucleic acids	chebi:16991
DNA	NA	DNA	deoxyribonucleic acids	chebi:16991
