organism_id	organism_name	organism_group	word	match	ncbigene_symbol	ncbigene_id	source	count_direct	count_match
559292	Saccharomyces cerevisiae S288C	Plants and Fungi	Ste20	STE20	STE20	856382	ncbigene_symbol	11	10
559292	Saccharomyces cerevisiae S288C	Plants and Fungi	Stell	STE11	STE11	851076	ncbigene_symbol	11	10
559292	Saccharomyces cerevisiae S288C	Plants and Fungi	Bck1	BCK1	BCK1	853350	ncbigene_symbol	11	10
559292	Saccharomyces cerevisiae S288C	Plants and Fungi	Och1	OCH1	OCH1	852845	ncbigene_symbol	11	10
559292	Saccharomyces cerevisiae S288C	Plants and Fungi	Ste7	STE7	STE7	851396	ncbigene_symbol	11	10
559292	Saccharomyces cerevisiae S288C	Plants and Fungi	Mkk1	MKK1	MKK1	854406	ncbigene_symbol	11	10
559292	Saccharomyces cerevisiae S288C	Plants and Fungi	Mkk2	MKK2	MKK2	855963	ncbigene_symbol	11	10
559292	Saccharomyces cerevisiae S288C	Plants and Fungi	Mkk1/Mkk2	MKK1	MKK1	854406	ncbigene_symbol	11	10
559292	Saccharomyces cerevisiae S288C	Plants and Fungi	Mkk1/Mkk2	MKK2	MKK2	855963	ncbigene_symbol	11	10
559292	Saccharomyces cerevisiae S288C	Plants and Fungi	Kss1	KSS1	KSS1	852931	ncbigene_symbol	11	10
559292	Saccharomyces cerevisiae S288C	Plants and Fungi	Mpk1	MPK1	SLT2	856425	ncbigene_synonym	11	10
559292	Saccharomyces cerevisiae S288C	Plants and Fungi	Ste12	STE12	STE12	856484	ncbigene_symbol	11	10
4896	Schizosaccharomyces pombe	Plants and Fungi	Ste20	STE20	ste20	2539845	ncbigene_symbol	4	6
4896	Schizosaccharomyces pombe	Plants and Fungi	Stell	STE11	ste11	2540258	ncbigene_symbol	4	6
4896	Schizosaccharomyces pombe	Plants and Fungi	Och1	OCH1	och1	2543147	ncbigene_symbol	4	6
4896	Schizosaccharomyces pombe	Plants and Fungi	Ste7	STE7	ste7	2541518	ncbigene_symbol	4	6
4896	Schizosaccharomyces pombe	Plants and Fungi	Mkk1	MKK1	pek1	2540919	ncbigene_synonym	4	6
4896	Schizosaccharomyces pombe	Plants and Fungi	Mkk1/Mkk2	MKK1	pek1	2540919	ncbigene_synonym	4	6
4896	Schizosaccharomyces pombe	Plants and Fungi	Ste12	STE12	fab1	2541154	ncbigene_synonym	4	6
