organism_id	organism_name	organism_group	word	match	ncbigene_symbol	ncbigene_id	source	count_direct	count_synonym	count_match
3702	Arabidopsis thaliana	Plants and Fungi	coil	COI1	COI1	818581	ncbigene_symbol	3	NA	3
3702	Arabidopsis thaliana	Plants and Fungi	cosl	COS1	COS1	819010	ncbigene_symbol	3	NA	3
3702	Arabidopsis thaliana	Plants and Fungi	GI	GI	GI	838883	ncbigene_symbol	3	NA	3
7227	Drosophila melanogaster	Invertebrates	coil	COIL	coil	35785	ncbigene_symbol	4	3	6
7227	Drosophila melanogaster	Invertebrates	cosl	COS1	Pka-C1	34284	ncbigene_synonym	4	3	6
7227	Drosophila melanogaster	Invertebrates	cosl	COS1	Pka-R2	36041	ncbigene_synonym	4	3	6
7227	Drosophila melanogaster	Invertebrates	SCF/COI1	SCF	scf	38145	ncbigene_symbol	4	3	6
7227	Drosophila melanogaster	Invertebrates	SI	SI	Si	252643	ncbigene_symbol	4	3	6
7227	Drosophila melanogaster	Invertebrates	RIB	RIB	rib	44855	ncbigene_symbol	4	3	6
7227	Drosophila melanogaster	Invertebrates	G2	G2	anon-70Dc	5657482	ncbigene_synonym	4	3	6
