organism_id	organism_name	organism_group	word	match	ncbigene_symbol	ncbigene_id	source	count_direct	count_synonym	count_match
10090	Mus musculus	Rodents	STN	STN	Eef1a2	13628	ncbigene_synonym	NA	5	4
10090	Mus musculus	Rodents	GAD	GAD	Uchl1	22223	ncbigene_synonym	NA	5	4
10090	Mus musculus	Rodents	SNe	SNE	Fbn2	14119	ncbigene_synonym	NA	5	4
10090	Mus musculus	Rodents	SNe	SNE	Sfpe1	106049963	ncbigene_synonym	NA	5	4
10090	Mus musculus	Rodents	AADC	AADC	Ddc	13195	ncbigene_synonym	NA	5	4
10090	Mus musculus	Rodents	STN	STN	Eef1a2	13628	ncbigene_synonym	1	5	4
10090	Mus musculus	Rodents	GAD	GAD	Uchl1	22223	ncbigene_synonym	1	5	4
10090	Mus musculus	Rodents	SNe	SNE	Fbn2	14119	ncbigene_synonym	1	5	4
10090	Mus musculus	Rodents	SNe	SNE	Sfpe1	106049963	ncbigene_synonym	1	5	4
10090	Mus musculus	Rodents	AADC	AADC	Ddc	13195	ncbigene_synonym	1	5	4
