word	mesh	match	name	chebi
Estrogen	mesh:D004967	estrogen	Estrogens	chebi:50114
estradiol	mesh:D004958	Estradiol	17beta-estradiol	chebi:16469
estrogen	mesh:D004967	estrogen	Estrogens	chebi:50114
Estrogen	mesh:D004967	estrogen	Estrogens	chebi:50114
Estradiol	mesh:D004958	Estradiol	17beta-estradiol	chebi:16469
Androstenedione	mesh:D000735	Androstenedione	androst-4-ene-3,17-dione	chebi:16422
Estrogen	mesh:D004967	estrogen	Estrogens	chebi:50114
Estrone	mesh:D004970	Estrone	estrone	chebi:17263
Estradiol	mesh:D004958	Estradiol	17beta-estradiol	chebi:16469
estrogen	mesh:D004967	estrogen	Estrogens	chebi:50114
Estradiol	mesh:D004958	Estradiol	17beta-estradiol	chebi:16469
Estradiol	mesh:D004958	Estradiol	17beta-estradiol	chebi:16469
Estradiol	mesh:D004958	Estradiol	17beta-estradiol	chebi:16469
Estradiol	mesh:D004958	Estradiol	17beta-estradiol	chebi:16469
Estradiol	mesh:D004958	Estradiol	17beta-estradiol	chebi:16469
Testosterone	mesh:D013739	Testosterone	testosterone	chebi:17347
Estradiol	mesh:D004958	Estradiol	17beta-estradiol	chebi:16469
Estrogen	mesh:D004967	estrogen	Estrogens	chebi:50114
Estradiol	mesh:D004958	Estradiol	17beta-estradiol	chebi:16469
Estradiol	mesh:D004958	Estradiol	17beta-estradiol	chebi:16469
