word	mesh	match	name	chebi
Tryptophan	NA	NA	NA	NA
Trp	mesh:C509690	NA	NA	NA
L-amino-acid	mesh:D000596	NA	NA	NA
Indole-3-acetaldoxime	mesh:C467098	indol-3-ylacetaldehyde oxime	indole-3-acetaldoxime	chebi:28311
Indole-3-acetamide Tryptamin	mesh:C015950	indole-3-acetamide	indoleacetamide	chebi:16031
Indole-3-pyruvate	mesh:C008122	3-(indol-3-yl)pyruvic acid	indol-3-yl pyruvic acid	chebi:29750
IPA	mesh:C507406	NA	NA	NA
Amine	mesh:D000588	amine	Amines	chebi:32952
Indole	mesh:C030374	NA	NA	NA
taldoxime	NA	NA	NA	NA
Indole -3-acetalde	mesh:C030374	NA	NA	NA
Indole -3-acetonitrile	mesh:C016516	NA	NA	NA
Indole-3-acetic acid	mesh:C030737	NA	NA	NA
IAA	mesh:C068520	NA	NA	NA
