word	mesh	match	name	chebi
Chlorophyll b	NA	chlorophyll b	[methyl (3S,4S)-9-ethenyl-14-ethyl-13-formyl-4,8,18-trimethyl-20-oxo-3-(3-oxo-3-{[(2E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-yl]oxy}propyl)phorbine-21-carboxylatato(3-)-kappaN(23),kappa(4)N(24),kappaN(25),kappaN(26)]magnesate(1-)	chebi:61721
Protochlorophyllide a	NA	protochlorophyllide a	protochlorophyllide a	chebi:83350
Light	NA	Light	photon	chebi:30212
chlorophyll a	NA	chlorophyll a	chlorophyll a	chebi:58416
CHI	NA	CHI	isocyanatocyclohexane	chebi:136604
chlorophyll a	NA	chlorophyll a	chlorophyll a	chebi:58416
CHI	NA	CHI	isocyanatocyclohexane	chebi:136604
Pheophorbide a	NA	pheophorbide a	3-[(3S,4S)-14-ethyl-21-(methoxycarbonyl)-4,8,13,18-tetramethyl-20-oxo-9-vinylphorbin-21-id-3-yl]propanoate	chebi:58687
Chlorophyllide a	NA	chlorophyllide a	chlorophyllide a	chebi:83348
Chlorophyll a	NA	chlorophyll a	chlorophyll a	chebi:58416
Pheophytin a	NA	pheophytin a	(3S,4S)-9-ethenyl-14-ethyl-21-(methoxycarbonyl)-4,8,13,18-tetramethyl-20-oxo-3-(3-oxo-3-{[(2E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-yl]oxy}propyl)phorbin-21-ide	chebi:136840
