organism_id	organism_name	organism_group	word	match	ncbigene_symbol	ncbigene_id	source	count_direct	count_synonym	count_match
7227	Drosophila melanogaster	Invertebrates	HSP90	HSP90	Hsp83	38389	ncbigene_synonym	4	5	6
7227	Drosophila melanogaster	Invertebrates	HSP90	HSP90	Gp93	43354	ncbigene_synonym	4	5	6
7227	Drosophila melanogaster	Invertebrates	CORT	CORT	cort	33937	ncbigene_symbol	4	5	6
7227	Drosophila melanogaster	Invertebrates	GR	GR	gr	251210	ncbigene_symbol	4	5	6
7227	Drosophila melanogaster	Invertebrates	COR	COR	Cor	250502	ncbigene_symbol	4	5	6
7227	Drosophila melanogaster	Invertebrates	COR	COR	cora	37205	ncbigene_synonym	4	5	6
7227	Drosophila melanogaster	Invertebrates	COR	COR	Crz	41742	ncbigene_synonym	4	5	6
7227	Drosophila melanogaster	Invertebrates	GRB	GRB	grb	44164	ncbigene_symbol	4	5	6
7227	Drosophila melanogaster	Invertebrates	P-GP	P-GP	Mdr65	38726	ncbigene_synonym	4	5	6
7955	Danio rerio	Vertebrates	FKBP4	FKBP4	fkbp4	321795	ncbigene_symbol	4	3	7
7955	Danio rerio	Vertebrates	FKBP5	FKBP5	fkbp5	368924	ncbigene_symbol	4	3	7
7955	Danio rerio	Vertebrates	HSP90	HSP90	hsp90aa1.1	30591	ncbigene_synonym	4	3	7
7955	Danio rerio	Vertebrates	CORT	CORT	sst7	751721	ncbigene_synonym	4	3	7
7955	Danio rerio	Vertebrates	Nr3c1	NR3C1	nr3c1	553740	ncbigene_symbol	4	3	7
7955	Danio rerio	Vertebrates	GRB	GRB	cfap298	792532	ncbigene_synonym	4	3	7
7955	Danio rerio	Vertebrates	P-GP	PGP	pgp	792824	ncbigene_symbol	4	3	7
9606	Homo sapiens	Primates	FKBP4	FKBP4	FKBP4	2288	ncbigene_symbol	4	2	6
9606	Homo sapiens	Primates	FKBP5	FKBP5	FKBP5	2289	ncbigene_symbol	4	2	6
9606	Homo sapiens	Primates	HSP90	HSP90	HSP90AA1	3320	ncbigene_synonym	4	2	6
9606	Homo sapiens	Primates	HSP90	HSP90	HSP90B1	7184	famplex_relations	4	2	6
9606	Homo sapiens	Primates	HSP90	HSP90	TRAP1	10131	famplex_relations	4	2	6
9606	Homo sapiens	Primates	HSP90	HSP90	HSP90AB1	3326	famplex_relations	4	2	6
9606	Homo sapiens	Primates	CORT	CORT	CORT	1325	ncbigene_symbol	4	2	6
9606	Homo sapiens	Primates	Nr3c1	NR3C1	NR3C1	2908	ncbigene_symbol	4	2	6
9606	Homo sapiens	Primates	P-GP	P-GP	ABCB1	5243	ncbigene_synonym	4	2	6
