organism_id	organism_name	organism_group	word	match	ncbigene_symbol	ncbigene_id	source	count_direct	count_synonym	count_match
4081	Solanum lycopersicum	Plants and Fungi	HMGR1	HMGR1	HMGR	543702	ncbigene_synonym	9	3	11
4081	Solanum lycopersicum	Plants and Fungi	SSR2	SSR2	SSR2	100147725	ncbigene_symbol	9	3	11
4081	Solanum lycopersicum	Plants and Fungi	SSR2	SSR2	SSR2	101244831	ncbigene_symbol	9	3	11
4081	Solanum lycopersicum	Plants and Fungi	C5-SD	C5-SD	C5-SD	101264777	ncbigene_symbol	9	3	11
4081	Solanum lycopersicum	Plants and Fungi	GAME7	GAME7	GAME7	101268296	ncbigene_symbol	9	3	11
4081	Solanum lycopersicum	Plants and Fungi	GAME11	GAME11	gad2	544002	ncbigene_synonym	9	3	11
4081	Solanum lycopersicum	Plants and Fungi	GAME6	GAME6	GAME6	101255011	ncbigene_symbol	9	3	11
4081	Solanum lycopersicum	Plants and Fungi	GAME4	GAME4	GAME4	101261488	ncbigene_symbol	9	3	11
4081	Solanum lycopersicum	Plants and Fungi	GAME12	GAME12	GABA-TP2	543874	ncbigene_synonym	9	3	11
4081	Solanum lycopersicum	Plants and Fungi	GAME1	GAME1	GAME1	100736528	ncbigene_symbol	9	3	11
4081	Solanum lycopersicum	Plants and Fungi	GAME17	GAME17	GAME17	101254402	ncbigene_symbol	9	3	11
4081	Solanum lycopersicum	Plants and Fungi	GAME18	GAME18	GAME18	101254109	ncbigene_symbol	9	3	11
