word	mesh	match	name	chebi
1,3-bisphosphoglycerate	mesh:C015891	NA	NA	NA
Glucose-1-phosphate	mesh:C031590	NA	NA	NA
Methylene-HMTP	mesh:C060515	NA	NA	NA
Acetate	mesh:D000085	Acetates	acetate ester	chebi:47622
Formate	mesh:D005561	NA	NA	NA
Fructose 1,6-biaphosphate	mesh:D005632	Fructose	fructose	chebi:28757
Fumarate	mesh:D005650	NA	NA	NA
Isocitrate	mesh:D007523	NA	NA	NA
lysine	mesh:D008239	Lysine	L-lysine	chebi:18019
Oxaloacetate	mesh:D010071	NA	NA	NA
Satydrogan Dihydronyacetone phosphate	mesh:D010710	NA	NA	NA
Pyruvate	mesh:D011773	NA	NA	NA
Ribose 1,bisplhosphate	mesh:D012266	NA	NA	NA
Succinate	mesh:D013386	Succinates	succinate	chebi:26806
