word	symbol	source	hgnc_symbol	entrez
SphK	SPHK	hgnc_alias_symbol	SPHK1	8877
Cerk	CERK	hgnc_symbol	CERK	64781
CerS1-6	CERS6	hgnc_symbol	CERS6	253782
CerS1-6	CERS1	hgnc_symbol	CERS1	10715
CerS1-6	CERS2	hgnc_symbol	CERS2	29956
nSMase	nSMase	hgnc_alias_symbol	SMPD2	6610
S1P	S1P	hgnc_alias_symbol	MBTPS1	8720
CIP	CIP	hgnc_alias_symbol	MLIP	90523
GC	GC	hgnc_symbol	GC	2638
SPT	SPT	hgnc_alias_symbol	AGXT	189
CerS1-6	CERS3	hgnc_symbol	CERS3	204219
SPL	SPL	hgnc_alias_symbol	SGPL1	8879
CerS1-6	CERS5	hgnc_symbol	CERS5	91012
CerS1-6	CERS4	hgnc_symbol	CERS4	79603
