word	symbol	source	hgnc_symbol	entrez
JNK	JNK	bioentities_symbol	MAPK10	5602
Smad4	SMAD4	hgnc_symbol	SMAD4	4089
Csrp2-	CSRP2	hgnc_symbol	CSRP2	1466
ATF2	ATF2	hgnc_symbol	ATF2	1386
JNK	JNK	bioentities_symbol	MAPK9	5601
TGFB	TGFB	bioentities_symbol	TGFB2	7042
TGFB	TGFB	bioentities_symbol	TGFB3	7043
Smad2/3	SMAD2	hgnc_symbol	SMAD2	4087
Smad2/3	SMAD3	hgnc_symbol	SMAD3	4088
JNK	JNK	bioentities_symbol	MAPK8	5599
ROCK	ROCK	bioentities_symbol	ROCK2	9475
ROCK	ROCK	bioentities_symbol	ROCK1	6093
TGFB	TGFB	bioentities_symbol	TGFB1	7040
RhoA	RhoA	hgnc_alias_symbol	RHOA	387
