word	symbol	source	hgnc_symbol	entrez
CXCR4/NF-KB	CXCR4	hgnc_symbol	CXCR4	7852
JUN	JUN	hgnc_symbol	JUN	3725
"""Gan"""	GAN	hgnc_symbol	GAN	8139
B-catenin-	BCATENIN	bioentities_symbol	CTNNB1	1499
MMP-13,	MMP13	hgnc_symbol	MMP13	4322
GM-CSF	GM-CSF	hgnc_alias_symbol	CSF2	1437
Rho/NF-KB	NF-kappaB	hgnc_alias_symbol	NFKB1	4790
TGF-B/smad-3	SMAD3	hgnc_symbol	SMAD3	4088
Rho/NF-KB	Rho	hgnc_alias_symbol	RHOD	29984
MMP-3,	MMP3	hgnc_symbol	MMP3	4314
TNF-a)	TNF-alpha	hgnc_alias_symbol	TNF	7124
SDF-1	SDF1	hgnc_prev_symbol	CXCL12	6387
