word	symbol	source	hgnc_symbol	entrez
LDLR	LDLR	hgnc_symbol	LDLR	3949
LDLR	LDLR	hgnc_symbol	LDLR	3949
RAS	RAS	bioentities_symbol	HRAS	3265
RAS	RAS	bioentities_symbol	KRAS	3845
RAS	RAS	bioentities_symbol	NRAS	4893
RHO	RHO	hgnc_symbol	RHO	6010
SOAT1	SOAT1	hgnc_symbol	SOAT1	6646
SREBP2-p	SREBP2	hgnc_alias_symbol	SREBF2	6721
SOAT1	SOAT1	hgnc_symbol	SOAT1	6646
SREBP2-9	SREBP2	hgnc_alias_symbol	SREBF2	6721
Hmgcr,.	HMGCR	hgnc_symbol	HMGCR	3156
Hmgcr,.	HMGCR	hgnc_symbol	HMGCR	3156
p53	p53	hgnc_alias_symbol	TP53	7157
LDLR	LDLR	hgnc_symbol	LDLR	3949
LDLR	LDLR	hgnc_symbol	LDLR	3949
RAS	RAS	bioentities_symbol	HRAS	3265
RAS	RAS	bioentities_symbol	KRAS	3845
RAS	RAS	bioentities_symbol	NRAS	4893
RHO	RHO	hgnc_symbol	RHO	6010
SREBP2-p	SREBP2	hgnc_alias_symbol	SREBF2	6721
SREBP2-p	SREBP2	hgnc_alias_symbol	SREBF2	6721
p53	p53	hgnc_alias_symbol	TP53	7157
