word	symbol	source	hgnc_symbol	entrez
IRAK4	IRAK4	hgnc_symbol	IRAK4	51135
NALP3	NALP3	hgnc_alias_symbol	NLRP3	114548
TLR	TLR	bioentities_symbol	TLR4	7099
TLR	TLR	bioentities_symbol	TLR5	7100
NEMO	NEMO	hgnc_alias_symbol	IKBKG	8517
RELA	RELA	hgnc_symbol	RELA	5970
TRAF3	TRAF3	hgnc_symbol	TRAF3	7187
TRAF6	TRAF6	hgnc_symbol	TRAF6	7189
TLR	TLR	bioentities_symbol	TLR10	81793
TLR	TLR	bioentities_symbol	TLR2	7097
TLR	TLR	bioentities_symbol	TLR3	7098
TLR	TLR	bioentities_symbol	TLR6	10333
TLR	TLR	bioentities_symbol	TLR7	51284
TLR	TLR	bioentities_symbol	TLR9	54106
TLR	TLR	bioentities_symbol	TLR1	7096
TRIM25	TRIM25	hgnc_symbol	TRIM25	7706
TLR	TLR	bioentities_symbol	TLR8	51311
