word	symbol	source	hgnc_symbol	entrez
VEGF	VEGF	bioentities_symbol	VEGFA	7422
VEGF	VEGF	bioentities_symbol	PGF	5228
NFKB	NFKB	bioentities_symbol	NFKB2	4791
VEGF	VEGF	bioentities_symbol	VEGFD	2277
NFKB	NFKB	bioentities_symbol	RELB	5971
RANK/RANKL	RANK	hgnc_alias_symbol	TNFRSF11A	8792
NFKB	NFKB	bioentities_symbol	RELA	5970
TGF-B	TGFB	bioentities_symbol	TGFB3	7043
NFKB	NFKB	bioentities_symbol	NFKB1	4790
NFKB	NFKB	bioentities_symbol	REL	5966
TGF-B	TGFB	bioentities_symbol	TGFB2	7042
Cyr61	CYR61	hgnc_symbol	CYR61	3491
VEGF	VEGF	bioentities_symbol	VEGFC	7424
CCL2	CCL2	hgnc_symbol	CCL2	6347
RANK/RANKL	RANKL	hgnc_alias_symbol	TNFSF11	8600
VEGF	VEGF	bioentities_symbol	VEGFB	7423
TGF-B	TGFB	bioentities_symbol	TGFB1	7040
\TNF-a	TNF-alpha	hgnc_alias_symbol	TNF	7124
Smad3	SMAD3	hgnc_symbol	SMAD3	4088
BMP2	BMP2	hgnc_symbol	BMP2	650
TNF-a	TNF-alpha	hgnc_alias_symbol	TNF	7124
TNFR	TNF-R	hgnc_alias_symbol	TNFRSF1A	7132
