word	symbol	source	hgnc_symbol	entrez
SUFU	SUFU	hgnc_symbol	SUFU	51684
Hedgehog	Hedgehog	bioentities_symbol	SHH	6469
Hedgehog	Hedgehog	bioentities_symbol	IHH	3549
Hedgehog	Hedgehog	bioentities_symbol	DHH	50846
GLI1	GLI1	hgnc_symbol	GLI1	2735
SUFU	SUFU	hgnc_symbol	SUFU	51684
GLI1	GLI1	hgnc_symbol	GLI1	2735
Hedgehog	Hedgehog	bioentities_symbol	SHH	6469
Hedgehog	Hedgehog	bioentities_symbol	IHH	3549
Hedgehog	Hedgehog	bioentities_symbol	DHH	50846
ADAR1	ADAR1	hgnc_alias_symbol	ADAR	103
DYRK1A	DYRK1A	hgnc_symbol	DYRK1A	1859
NEIL1	NEIL1	hgnc_symbol	NEIL1	79661
