word	symbol	source	hgnc_symbol	entrez
NOTCH1	NOTCH1	hgnc_symbol	NOTCH1	4851
NOTCH1	NOTCH1	hgnc_symbol	NOTCH1	4851
APC,stromalcells	APC	hgnc_symbol	APC	324
APC,	APC	hgnc_symbol	APC	324
APC,stromalcells	APC	hgnc_symbol	APC	324
APC,	APC	hgnc_symbol	APC	324
SPEN	SPEN	hgnc_symbol	SPEN	23013
SPEN	SPEN	hgnc_symbol	SPEN	23013
ADAM10	ADAM10	hgnc_symbol	ADAM10	102
ADAM10	ADAM10	hgnc_symbol	ADAM10	102
FBW7	FBW7	hgnc_alias_symbol	FBXW7	55294
Туре	TYPE	hgnc_alias_symbol	SGCG	6445
CD20	CD20	hgnc_prev_symbol	MS4A1	931
CD20	CD20	hgnc_prev_symbol	MS4A1	931
