word	symbol	source	hgnc_symbol	entrez
FOLH	FOLH	hgnc_prev_symbol	FOLH1	2346
DNMT	DNMT	hgnc_prev_symbol	DNMT1	1786
GART	GART	hgnc_symbol	GART	2618
GGH	GGH	hgnc_symbol	GGH	8836
DHFR	DHFR	hgnc_symbol	DHFR	1719
FOLR	FOLR	hgnc_prev_symbol	FOLR1	2348
MTHFR	MTHFR	hgnc_symbol	MTHFR	4524
MTR	MTR	hgnc_symbol	MTR	4548
MTRR	MTRR	hgnc_symbol	MTRR	4552
MTHFD2	MTHFD2	hgnc_symbol	MTHFD2	10797
B2	BII	hgnc_alias_symbol	CACNA1E	777
BHMT	BHMT	hgnc_symbol	BHMT	635
CBS	CBS	hgnc_symbol	CBS	875
SHMT2	SHMT2	hgnc_symbol	SHMT2	6472
MAT2B	MAT2B	hgnc_symbol	MAT2B	27430
MTHFD1	MTHFD1	hgnc_symbol	MTHFD1	4522
SHMT1	SHMT1	hgnc_symbol	SHMT1	6470
SLC19A1	SLC19A1	hgnc_symbol	SLC19A1	6573
SAH	SAH	hgnc_prev_symbol	ACSM3	6296
AICARFT	AICARFT	hgnc_alias_symbol	ATIC	471
TCN2	TCN2	hgnc_symbol	TCN2	6948
