word	symbol	source	hgnc_symbol	entrez
IGF-1	IGF1	hgnc_symbol	IGF1	3479
IR/IGF-1R	IGF1R	hgnc_symbol	IGF1R	3480
IGF-1R	IGF1R	hgnc_symbol	IGF1R	3480
PD-L1	PD-L1	hgnc_alias_symbol	CD274	29126
LKB1	LKB1	hgnc_alias_symbol	STK11	6794
PD-1	PD-1	hgnc_alias_symbol	PDCD1	5133
AMPK	AMPK	bioentities_symbol	PRKAG2	51422
AMPK	AMPK	bioentities_symbol	PRKAA1	5562
AMPK	AMPK	bioentities_symbol	PRKAA2	5563
AMPK	AMPK	bioentities_symbol	PRKAB1	5564
AMPK	AMPK	bioentities_symbol	PRKAB2	5565
AMPK	AMPK	bioentities_symbol	PRKAG1	5571
AMPK	AMPK	bioentities_symbol	PRKAG3	53632
