word	symbol	source	hgnc_symbol	entrez
FOS	FOS	hgnc_symbol	FOS	2353
ATF3	ATF3	hgnc_symbol	ATF3	467
PPP1R15A	PPP1R15A	hgnc_symbol	PPP1R15A	23645
ZFP36	ZFP36	hgnc_symbol	ZFP36	7538
NDRG	NDRG	bioentities_symbol	NDRG2	57447
FOSL1	FOSL1	hgnc_symbol	FOSL1	8061
Socs3	SOCS3	hgnc_symbol	SOCS3	9021
JUND	JUND	hgnc_symbol	JUND	3727
FLT1	FLT1	hgnc_symbol	FLT1	2321
NDRG	NDRG	bioentities_symbol	NDRG4	65009
JUNB	JUNB	hgnc_symbol	JUNB	3726
NDRG	NDRG	bioentities_symbol	NDRG3	57446
HSPA1A	HSPA1A	hgnc_symbol	HSPA1A	3303
ITGB3	ITGB3	hgnc_symbol	ITGB3	3690
PIM	PIM	hgnc_prev_symbol	PIM1	5292
PLAUR	PLAUR	hgnc_symbol	PLAUR	5329
NDRG	NDRG	bioentities_symbol	NDRG1	10397
JUN	JUN	hgnc_symbol	JUN	3725
GATA2	GATA2	hgnc_symbol	GATA2	2624
EIF2AK3	EIF2AK3	hgnc_symbol	EIF2AK3	9451
KLF6	KLF6	hgnc_symbol	KLF6	1316
LIR2	LIR-2	hgnc_alias_symbol	LILRB2	10288
