word	symbol	source	hgnc_symbol	entrez
Caspase	Caspase	bioentities_symbol	CASP12	100506742
Caspase	Caspase	bioentities_symbol	CASP7	840
ANA	ANA	hgnc_alias_symbol	BTG3	10950
Caspase	Caspase	bioentities_symbol	CASP14	23581
Caspase	Caspase	bioentities_symbol	CASP8	841
Caspase	Caspase	bioentities_symbol	CASP9	842
Caspase	Caspase	bioentities_symbol	CASP10	843
Caspase	Caspase	bioentities_symbol	CASP4	837
Caspase	Caspase	bioentities_symbol	CASP1	834
Caspase	Caspase	bioentities_symbol	CASP2	835
Caspase	Caspase	bioentities_symbol	CASP3	836
Caspase	Caspase	bioentities_symbol	CASP6	839
|DR4,DR5	DR4	hgnc_alias_symbol	TNFRSF10A	8797
|DR4,DR5	DR5	hgnc_alias_symbol	TNFRSF10B	8795
IFN-a,IFN-y	IFN-ALPHA	hgnc_alias_symbol	IFNA1	3439
PDE3A	PDE3A	hgnc_symbol	PDE3A	5139
SLFN12	SLFN12	hgnc_symbol	SLFN12	55106
TRAIL	TRAIL	hgnc_alias_symbol	TNFSF10	8743
Caspase	Caspase	bioentities_symbol	CASP5	838
