word	symbol	source	hgnc_symbol	entrez
Raf/Ras	RAS	bioentities_symbol	HRAS	3265
Raf/Ras	RAF	bioentities_symbol	BRAF	673
Raf/Ras	RAF	bioentities_symbol	RAF1	5894
ERK1/2-MAPK	ERK1	hgnc_alias_symbol	MAPK3	5595
IRS	IRS	bioentities_symbol	IRS1	3667
AKT	AKT	bioentities_symbol	AKT2	208
MTOR	MTOR	hgnc_symbol	MTOR	2475
AKT	AKT	bioentities_symbol	AKT1	207
Raf/Ras	RAS	bioentities_symbol	KRAS	3845
Raf/Ras	RAS	bioentities_symbol	NRAS	4893
AKT	AKT	bioentities_symbol	AKT3	10000
IRS	IRS	bioentities_symbol	IRS2	8660
IRS	IRS	bioentities_symbol	IRS4	8471
Raf/Ras	RAF	bioentities_symbol	ARAF	369
MyoD	MYOD	hgnc_alias_symbol	MYOD1	4654
