word	symbol	source	hgnc_symbol	entrez
SMAD	SMAD	bioentities_symbol	SMAD4	4089
SMAD	SMAD	bioentities_symbol	SMAD3	4088
SMAD	SMAD	bioentities_symbol	SMAD9	4093
SMAD	SMAD	bioentities_symbol	SMAD2	4087
TAZ/YAP	TAZ	hgnc_symbol	TAZ	6901
TAZ/YAP	YAP	hgnc_alias_symbol	YY1AP1	55249
SMAD	SMAD	bioentities_symbol	SMAD5	4090
SMAD	SMAD	bioentities_symbol	SMAD1	4086
LATS1/2	LATS2	hgnc_symbol	LATS2	26524
SMAD	SMAD	bioentities_symbol	SMAD6	4091
SMAD	SMAD	bioentities_symbol	SMAD7	4092
LATS1/2	LATS1	hgnc_symbol	LATS1	9113
MST1/2LATS1/2H	MST1	hgnc_symbol	MST1	4485
FAT	FAT	hgnc_alias_symbol	CD36	948
NF2	NF2	hgnc_symbol	NF2	4771
CD44	CD44	hgnc_symbol	CD44	960
