word	symbol	source	hgnc_symbol	entrez
CỌX,	COX	bioentities_symbol	COX5B	1329
CỌX,	COX	bioentities_symbol	COX4I1	1327
CỌX,	COX	bioentities_symbol	COX6A1	1337
CỌX,	COX	bioentities_symbol	COX5A	9377
CỌX,	COX	bioentities_symbol	COX7A1	1346
SOD,Cat,Gpx,GR,GSH,	CAT	hgnc_symbol	CAT	847
Trx/TrxR	TRX	hgnc_alias_symbol	TXN	7295
CỌX,	COX	bioentities_symbol	COX7B	1349
CỌX,	COX	bioentities_symbol	COX8A	1351
CỌX,	COX	bioentities_symbol	COX6A2	1339
CỌX,	COX	bioentities_symbol	COX7A2	1347
CỌX,	COX	bioentities_symbol	COX17	10063
CỌX,	COX	bioentities_symbol	COX6B2	125965
SOD,	SOD	bioentities_symbol	SOD3	6649
CỌX,	COX	bioentities_symbol	COX8C	341947
CỌX,	COX	bioentities_symbol	COX4I2	84701
NADHdehydrogenase,	NADH_dehydrogenase	bioentities_symbol	MT-ND2	4536
NADHdehydrogenase,	NADH_dehydrogenase	bioentities_symbol	MT-ND3	4537
eÑOS,	eNOS	hgnc_alias_symbol	NOS3	4846
Gpx,	GPX	bioentities_symbol	GPX7	2882
Gpx,	GPX	bioentities_symbol	GPX8	493869
Gpx,	GPX	bioentities_symbol	GPX6	257202
Gpx,	GPX	bioentities_symbol	GPX1	2876
Gpx,	GPX	bioentities_symbol	GPX2	2877
CỌX,	COX	bioentities_symbol	COX6B1	1340
SOD,	SOD	bioentities_symbol	SOD2	6648
CỌX,	COX	bioentities_symbol	COX7B2	170712
MPO	MPO	hgnc_symbol	MPO	4353
NADHdehydrogenase,	NADH_dehydrogenase	bioentities_symbol	MT-ND1	4535
NADHdehydrogenase,	NADH_dehydrogenase	bioentities_symbol	MT-ND5	4540
NADHdehydrogenase,	NADH_dehydrogenase	bioentities_symbol	MT-ND6	4541
NADHdehydrogenase,	NADH_dehydrogenase	bioentities_symbol	MT-ND4	4538
NADHdehydrogenase,	NADH_dehydrogenase	bioentities_symbol	MT-ND4L	4539
NOS,	NOS	bioentities_symbol	NOS3	4846
SOD,	SOD	bioentities_symbol	SOD1	6647
NOS,	NOS	bioentities_symbol	NOS1	4842
NOS,	NOS	bioentities_symbol	NOS2	4843
CỌX,	COX	bioentities_symbol	COX10	1352
CỌX,	COX	bioentities_symbol	COX15	1355
Gpx,	GPX	bioentities_symbol	GPX5	2880
CỌX,	COX	bioentities_symbol	COX11	1353
Gpx,	GPX	bioentities_symbol	GPX4	2879
Gpx,	GPX	bioentities_symbol	GPX3	2878
