word	symbol	source	hgnc_symbol	entrez
LGP2	LGP2	hgnc_alias_symbol	DHX58	79132
IRF7	IRF7	hgnc_symbol	IRF7	3665
TBK1	TBK1	hgnc_symbol	TBK1	29110
TLR7,8	TLR8	hgnc_symbol	TLR8	51311
TLR9,21	TLR9	hgnc_symbol	TLR9	54106
DDX41	DDX41	hgnc_symbol	DDX41	51428
IRF3	IRF3	hgnc_symbol	IRF3	3661
TLR7,8	TLR7	hgnc_symbol	TLR7	51284
NF-KB	NF-kappaB	hgnc_alias_symbol	NFKB1	4790
MDA5	MDA-5	hgnc_alias_symbol	IFIH1	64135
MyD88	MYD88	hgnc_symbol	MYD88	4615
TICAM-1	TICAM-1	hgnc_alias_symbol	TICAM1	148022
TLR3	TLR3	hgnc_symbol	TLR3	7098
IFN	IFN	hgnc_alias_symbol	IFNA1	3439
IPS-1	IPS-1	hgnc_alias_symbol	MAVS	57506
STING	STING	hgnc_alias_symbol	TMEM173	340061
RIG-I	RIG-I	hgnc_alias_symbol	DDX58	23586
