word	symbol	source	hgnc_symbol	entrez
AC	AC	bioentities_symbol	ADCY6	112
AC	AC	bioentities_symbol	ADCY10	55811
AC	AC	bioentities_symbol	ADCY2	108
GPR81?	GPR81	hgnc_prev_symbol	HCAR1	27198
AC	AC	bioentities_symbol	ADCY1	107
EAAT1/EAAT2	EAAT1	hgnc_alias_symbol	SLC1A3	6507
AC	AC	bioentities_symbol	ADCY3	109
AC	AC	bioentities_symbol	ADCY5	111
AC	AC	bioentities_symbol	ADCY9	115
AC	AC	bioentities_symbol	ADCY4	196883
EAAT1/EAAT2	EAAT2	hgnc_alias_symbol	SLC1A2	6506
GLUT	GLUT	hgnc_prev_symbol	SLC2A1	6513
AC	AC	bioentities_symbol	ADCY7	113
AC	AC	bioentities_symbol	ADCY8	114
