word	symbol	source	hgnc_symbol	entrez
Bcl-2	Bcl-2	hgnc_alias_symbol	BCL2	596
Atg7↑	ATG7	hgnc_symbol	ATG7	10533
Atg12↑	ATG12	hgnc_symbol	ATG12	9140
Bcl-xL	bcl-xL	hgnc_alias_symbol	BCL2L1	598
Atg5↑	ATG5	hgnc_symbol	ATG5	9474
Deathreceptor/	Death_receptor	bioentities_symbol	TNFRSF10A	8797
DR5↑	DR5	hgnc_alias_symbol	TNFRSF10B	8795
Deathreceptor/	Death_receptor	bioentities_symbol	TNFRSF10D	8793
Bip	BiP	hgnc_alias_symbol	HSPA5	3309
FADD	FADD	hgnc_symbol	FADD	8772
DR3	DR3	hgnc_alias_symbol	TNFRSF25	8718
Deathreceptor/	Death_receptor	bioentities_symbol	TNFRSF1B	7133
CDK1	CDK1	hgnc_symbol	CDK1	983
Deathreceptor/	Death_receptor	bioentities_symbol	TNFRSF10C	8794
PDIĮ	PD2	hgnc_alias_symbol	PAF1	54623
Deathreceptor/	Death_receptor	bioentities_symbol	FAS	355
Deathreceptor/	Death_receptor	bioentities_symbol	TNFRSF10B	8795
PERK	PERK	hgnc_alias_symbol	EIF2AK3	9451
Deathreceptor/	Death_receptor	bioentities_symbol	TNFRSF1A	7132
