word	symbol	source	hgnc_symbol	entrez
PIP2	PLP2	hgnc_symbol	PLP2	5355
PIP2	PLP2	hgnc_symbol	PLP2	5355
АКТ	AKT	bioentities_symbol	AKT2	208
АКТ	AKT	bioentities_symbol	AKT3	10000
АКТ	AKT	bioentities_symbol	AKT1	207
AKT	AKT	bioentities_symbol	AKT2	208
AKT	AKT	bioentities_symbol	AKT3	10000
AKT	AKT	bioentities_symbol	AKT1	207
PDK1	PDK1	hgnc_symbol	PDK1	5163
PTEN	PTEN	hgnc_symbol	PTEN	5728
TSC1/2	TSC1	hgnc_symbol	TSC1	7248
TSC1/2	TSC2	hgnc_symbol	TSC2	7249
NADK	NADK	hgnc_symbol	NADK	65220
GSK3B	GSK3B	hgnc_symbol	GSK3B	2932
ACLY	ACLY	hgnc_symbol	ACLY	47
S6K1	S6K1	hgnc_alias_symbol	RPS6KB1	6198
Rheb	RHEB	hgnc_symbol	RHEB	6009
FBXW7	FBXW7	hgnc_symbol	FBXW7	55294
SGK1	SGK1	hgnc_symbol	SGK1	6446
SRPK2	SRPK2	hgnc_symbol	SRPK2	6733
SRPK2	SRPK2	hgnc_symbol	SRPK2	6733
U1-70K	U1-70K	hgnc_alias_symbol	SNRNP70	6625
FASN	FASN	hgnc_symbol	FASN	2194
ACLY	ACLY	hgnc_symbol	ACLY	47
ACSS2	ACSS2	hgnc_symbol	ACSS2	55902
