word	symbol	source	hgnc_symbol	entrez
AMPK	AMPK	bioentities_symbol	PRKAA2	5563
AMPK	AMPK	bioentities_symbol	PRKAA1	5562
AMPK	AMPK	bioentities_symbol	PRKAG1	5571
AMPK	AMPK	bioentities_symbol	PRKAG3	53632
AMPK	AMPK	bioentities_symbol	PRKAG2	51422
YAP/TAZ	YAP	hgnc_alias_symbol	YY1AP1	55249
BET	bet	hgnc_alias_symbol	DNER	92737
AMPK	AMPK	bioentities_symbol	PRKAB1	5564
AMPK	AMPK	bioentities_symbol	PRKAB2	5565
YAP/TAZ	TAZ	hgnc_symbol	TAZ	6901
PKD	PKD	hgnc_alias_symbol	PRKD1	5587
Rho	Rho	hgnc_alias_symbol	RHOD	29984
