word	symbol	source	hgnc_symbol	entrez
NLRP3	NLRP3	hgnc_symbol	NLRP3	114548
TLR	TLR	bioentities_symbol	TLR1	7096
TLR	TLR	bioentities_symbol	TLR3	7098
TLR	TLR	bioentities_symbol	TLR4	7099
TLR	TLR	bioentities_symbol	TLR5	7100
TLR	TLR	bioentities_symbol	TLR6	10333
TLR	TLR	bioentities_symbol	TLR8	51311
TLR	TLR	bioentities_symbol	TLR9	54106
TLR	TLR	bioentities_symbol	TLR2	7097
TLR	TLR	bioentities_symbol	TLR7	51284
TLR	TLR	bioentities_symbol	TLR10	81793
NF-KB	NFKB	bioentities_symbol	NFKB1	4790
NF-KB	NFKB	bioentities_symbol	NFKB2	4791
NF-KB	NFKB	bioentities_symbol	REL	5966
NF-KB	NFKB	bioentities_symbol	RELA	5970
NF-KB	NFKB	bioentities_symbol	RELB	5971
glia	GIIA	hgnc_alias_symbol	GANAB	23193
glia	GIIA	hgnc_alias_symbol	GANAB	23193
IL-18	IL-18	hgnc_alias_symbol	IL18	3606
RS,TNFA,IL-18	TNFA	hgnc_prev_symbol	TNF	7124
RS,TNFA,IL-18	IL-18	hgnc_alias_symbol	IL18	3606
TNFA,	TNFA	hgnc_prev_symbol	TNF	7124
glia	GIIA	hgnc_alias_symbol	GANAB	23193
