word	symbol	source	hgnc_symbol	entrez
Itch	ITCH	hgnc_symbol	ITCH	83737
S1p	S1P	hgnc_alias_symbol	MBTPS1	8720
LTC4,5-HT,S1p	S1P	hgnc_alias_symbol	MBTPS1	8720
Nppb	NPPB	hgnc_symbol	NPPB	4879
itch	ITCH	hgnc_symbol	ITCH	83737
HRH1*	HRH1	hgnc_symbol	HRH1	3269
itch?	ITCH	hgnc_symbol	ITCH	83737
SST	SST	hgnc_symbol	SST	6750
Htr1f,A*	HTR1F	hgnc_symbol	HTR1F	3355
Htr1f,	HTR1F	hgnc_symbol	HTR1F	3355
S1PR1*	S1PR1	hgnc_symbol	S1PR1	1901
IL-31RA*	IL31RA	hgnc_symbol	IL31RA	133396
itch	ITCH	hgnc_symbol	ITCH	83737
itch?	ITCH	hgnc_symbol	ITCH	83737
TRPV1*	TRPV1	hgnc_symbol	TRPV1	7442
TDAG8*	TDAG8	hgnc_alias_symbol	GPR65	8477
OSMRB	OSMRB	hgnc_alias_symbol	OSMR	9180
trpm6	TRPM6	hgnc_symbol	TRPM6	140803
itch	ITCH	hgnc_symbol	ITCH	83737
GRP	GRP	hgnc_symbol	GRP	2922
Nppb	NPPB	hgnc_symbol	NPPB	4879
CCL20	CCL20	hgnc_symbol	CCL20	6364
CXCL10,	CXCL10	hgnc_symbol	CXCL10	3627
MMP9,	MMP9	hgnc_symbol	MMP9	4318
KCs→CXCL10,MMP9,IL-17A	IL-17A	hgnc_alias_symbol	IL17A	3605
KCs→CXCL10,MMP9,IL-17A	MMP9	hgnc_symbol	MMP9	4318
KCs	KCS	hgnc_prev_symbol	TBCE	6905
IL-17A	IL-17A	hgnc_alias_symbol	IL17A	3605
