word	symbol	source	hgnc_symbol	entrez
(AMPK	AMPK	bioentities_symbol	PRKAB1	5564
AMPKA	AMPK_alpha	bioentities_symbol	PRKAA2	5563
(AMPK	AMPK	bioentities_symbol	PRKAA2	5563
(AMPK	AMPK	bioentities_symbol	PRKAB2	5565
(MMP-9)	MMP9	hgnc_symbol	MMP9	4318
MTOR	MTOR	hgnc_symbol	MTOR	2475
AMPKA	AMPK_alpha	bioentities_symbol	PRKAA1	5562
LKB1	LKB1	hgnc_alias_symbol	STK11	6794
(AMPK	AMPK	bioentities_symbol	PRKAG1	5571
(AMPK	AMPK	bioentities_symbol	PRKAG2	51422
p53)	p53	hgnc_alias_symbol	TP53	7157
(AMPK	AMPK	bioentities_symbol	PRKAA1	5562
4EBP1	4E-BP1	hgnc_alias_symbol	EIF4EBP1	1978
TSC1/TSC2	TSC1	hgnc_symbol	TSC1	7248
(AMPK	AMPK	bioentities_symbol	PRKAG3	53632
TSC1/TSC2	TSC2	hgnc_symbol	TSC2	7249
