word	symbol	source	hgnc_symbol	entrez
AKt	AKT	bioentities_symbol	AKT1	207
AKt	AKT	bioentities_symbol	AKT3	10000
PI3K	PI3K	bioentities_symbol	PIK3CD	5293
PI3K	PI3K	bioentities_symbol	PIK3R3	8503
PI3K	PI3K	bioentities_symbol	PIK3CG	5294
PI3K	PI3K	bioentities_symbol	PIK3R4	30849
AKt	AKT	bioentities_symbol	AKT2	208
PI3K	PI3K	bioentities_symbol	PIK3R6	146850
PI3K	PI3K	bioentities_symbol	PIK3R5	23533
Bcl-2	Bcl-2	hgnc_alias_symbol	BCL2	596
SRPK1	SRPK1	hgnc_symbol	SRPK1	6732
PI3K	PI3K	bioentities_symbol	PIK3CB	5291
Bax	BAX	hgnc_symbol	BAX	581
PI3K	PI3K	bioentities_symbol	PIK3CA	5290
