word	symbol	source	hgnc_symbol	entrez
Twist2	TWIST2	hgnc_symbol	TWIST2	117581
Adiponectin	adiponectin	hgnc_alias_symbol	ADIPOQ	9370
AMPK	AMPK	bioentities_symbol	PRKAA1	5562
AMPK	AMPK	bioentities_symbol	PRKAG3	53632
OPG/RANKL	OPG	hgnc_prev_symbol	TNFRSF11B	4982
AMPK	AMPK	bioentities_symbol	PRKAA2	5563
AMPK	AMPK	bioentities_symbol	PRKAG1	5571
AMPK	AMPK	bioentities_symbol	PRKAG2	51422
Runx2	RUNX2	hgnc_symbol	RUNX2	860
AMPK	AMPK	bioentities_symbol	PRKAB1	5564
OPG/RANKL	RANKL	hgnc_alias_symbol	TNFSF11	8600
AMPK	AMPK	bioentities_symbol	PRKAB2	5565
