word	symbol	source	hgnc_symbol	entrez
Akt	AKT	bioentities_symbol	AKT1	207
p13k	PI3K	bioentities_symbol	PIK3R6	146850
Akt	AKT	bioentities_symbol	AKT3	10000
p13k	PI3K	bioentities_symbol	PIK3CG	5294
p13k	PI3K	bioentities_symbol	PIK3R5	23533
FOX-1	FOX-1	hgnc_alias_symbol	RBFOX1	54715
GLUT4	GLUT4	hgnc_prev_symbol	SLC2A4	6517
p13k	PI3K	bioentities_symbol	PIK3CA	5290
p13k	PI3K	bioentities_symbol	PIK3CB	5291
Akt	AKT	bioentities_symbol	AKT2	208
p13k	PI3K	bioentities_symbol	PIK3CD	5293
p13k	PI3K	bioentities_symbol	PIK3R3	8503
p13k	PI3K	bioentities_symbol	PIK3R4	30849
