word	symbol	source	hgnc_symbol	entrez
Ras	RAS	bioentities_symbol	KRAS	3845
MEK	MEK	bioentities_symbol	MAP2K1	5604
MEK	MEK	bioentities_symbol	MAP2K2	5605
MPI	MPI	hgnc_symbol	MPI	4351
ERK	ERK	bioentities_symbol	MAPK3	5595
Raf	RAF	bioentities_symbol	BRAF	673
Ras	RAS	bioentities_symbol	HRAS	3265
Raf	RAF	bioentities_symbol	ARAF	369
Ras	RAS	bioentities_symbol	NRAS	4893
ERK	ERK	bioentities_symbol	MAPK1	5594
Ksr	KSR	bioentities_symbol	KSR1	8844
Ksr	KSR	bioentities_symbol	KSR2	283455
Raf	RAF	bioentities_symbol	RAF1	5894
