word	symbol	source	hgnc_symbol	entrez
SIRT3	SIRT3	hgnc_symbol	SIRT3	23410
ROS1	ROS1	hgnc_symbol	ROS1	6098
MTOR	MTOR	hgnc_symbol	MTOR	2475
AMPK	AMPK	bioentities_symbol	PRKAB1	5564
AMPK	AMPK	bioentities_symbol	PRKAB2	5565
LKB1	LKB1	hgnc_alias_symbol	STK11	6794
AMPK	AMPK	bioentities_symbol	PRKAA2	5563
AMPK	AMPK	bioentities_symbol	PRKAA1	5562
SOD	SOD	bioentities_symbol	SOD2	6648
AMPK	AMPK	bioentities_symbol	PRKAG1	5571
AMPK	AMPK	bioentities_symbol	PRKAG3	53632
SOD	SOD	bioentities_symbol	SOD1	6647
SOD	SOD	bioentities_symbol	SOD3	6649
AMPK	AMPK	bioentities_symbol	PRKAG2	51422
