word	symbol	source	hgnc_symbol	entrez
IRS1,2	IRS2	hgnc_symbol	IRS2	8660
IRS1,2	IRS1	hgnc_symbol	IRS1	3667
IRS1,	IRS1	hgnc_symbol	IRS1	3667
РКВ/Akt	AKT	bioentities_symbol	AKT2	208
РКВ/Akt	AKT	bioentities_symbol	AKT3	10000
РКВ/Akt	AKT	bioentities_symbol	AKT1	207
PDE3B	PDE3B	hgnc_symbol	PDE3B	5140
РКА	PKA	bioentities_symbol	PRKACG	5568
РКА	PKA	bioentities_symbol	PRKAR1A	5573
РКА	PKA	bioentities_symbol	PRKAR2A	5576
РКА	PKA	bioentities_symbol	PRKAR2B	5577
РКА	PKA	bioentities_symbol	PRKACA	5566
РКА	PKA	bioentities_symbol	PRKACB	5567
РКА	PKA	bioentities_symbol	PRKAR1B	5575
PKA	PKA	bioentities_symbol	PRKACG	5568
PKA	PKA	bioentities_symbol	PRKAR1A	5573
PKA	PKA	bioentities_symbol	PRKAR2A	5576
PKA	PKA	bioentities_symbol	PRKAR2B	5577
PKA	PKA	bioentities_symbol	PRKACA	5566
PKA	PKA	bioentities_symbol	PRKACB	5567
PKA	PKA	bioentities_symbol	PRKAR1B	5575
