word	symbol	source	hgnc_symbol	entrez
STAT5	STAT5	bioentities_symbol	STAT5B	6777
STAT5	STAT5	bioentities_symbol	STAT5A	6776
MMP-7	MMP7	hgnc_symbol	MMP7	4316
VEGF	VEGF	bioentities_symbol	VEGFC	7424
TIMP1	TIMP1	hgnc_symbol	TIMP1	7076
JAK2	JAK2	hgnc_symbol	JAK2	3717
GMCSF	GM-CSF	hgnc_alias_symbol	CSF2	1437
VEGFR1	VEGFR1	hgnc_alias_symbol	FLT1	2321
VEGF	VEGF	bioentities_symbol	VEGFB	7423
VEGF	VEGF	bioentities_symbol	VEGFA	7422
VEGF	VEGF	bioentities_symbol	VEGFD	2277
VEGF	VEGF	bioentities_symbol	PGF	5228
UPAR	UPAR	hgnc_alias_symbol	PLAUR	5329
