word	symbol	source	hgnc_symbol	entrez
RPS12	RPS12	hgnc_symbol	RPS12	6206
RELA	RELA	hgnc_symbol	RELA	5970
RPS23	RPS23	hgnc_symbol	RPS23	6228
MAPK3	MAPK3	hgnc_symbol	MAPK3	5595
VHL	VHL	hgnc_symbol	VHL	7428
RPS21	RPS21	hgnc_symbol	RPS21	6227
EIF4A1	EIF4A1	hgnc_symbol	EIF4A1	1973
MAPK14	MAPK14	hgnc_symbol	MAPK14	1432
FAU	FAU	hgnc_symbol	FAU	2197
RPS26	RPS26	hgnc_symbol	RPS26	6231
EEF1G	EEF1G	hgnc_symbol	EEF1G	1937
TP53	TP53	hgnc_symbol	TP53	7157
EIF4B	EIF4B	hgnc_symbol	EIF4B	1975
RPS29	RPS29	hgnc_symbol	RPS29	6235
