word	symbol	source	hgnc_symbol	entrez
TP53INP2	TP53INP2	hgnc_symbol	TP53INP2	58476
Snail1	SNAIL1	hgnc_alias_symbol	SNAI1	6615
Snail1	SNAIL1	hgnc_alias_symbol	SNAI1	6615
GSK3B	GSK3B	hgnc_symbol	GSK3B	2932
GSK3B	GSK3B	hgnc_symbol	GSK3B	2932
B-catenin	BCATENIN	bioentities_symbol	CTNNB1	1499
B-catenin	BCATENIN	bioentities_symbol	CTNNB1	1499
TP53INP2	TP53INP2	hgnc_symbol	TP53INP2	58476
B-catenin	BCATENIN	bioentities_symbol	CTNNB1	1499
GSK3B	GSK3B	hgnc_symbol	GSK3B	2932
GSK3B	GSK3B	hgnc_symbol	GSK3B	2932
