word	symbol	source	hgnc_symbol	entrez
Akt1	AKT1	hgnc_symbol	AKT1	207
Eph	EPH	hgnc_alias_symbol	EPHA1	2041
Mud	MuD	hgnc_alias_symbol	AP5M1	55745
Dlg1	DLG1	hgnc_symbol	DLG1	1739
PI3K	PI3K	bioentities_symbol	PIK3R4	30849
PI3K	PI3K	bioentities_symbol	PIK3CB	5291
Cno	CNO	hgnc_prev_symbol	BLOC1S4	55330
PI3K	PI3K	bioentities_symbol	PIK3R5	23533
PI3K	PI3K	bioentities_symbol	PIK3R3	8503
PI3K	PI3K	bioentities_symbol	PIK3R6	146850
PI3K	PI3K	bioentities_symbol	PIK3CG	5294
PI3K	PI3K	bioentities_symbol	PIK3CA	5290
PI3K	PI3K	bioentities_symbol	PIK3CD	5293
