word	symbol	source	hgnc_symbol	entrez
Shc	SHC	bioentities_symbol	SHC1	6464
Shc	SHC	bioentities_symbol	SHC4	399694
Shc	SHC	bioentities_symbol	SHC3	53358
actin	Actin	bioentities_symbol	ACTB	60
PTEN	PTEN	hgnc_symbol	PTEN	5728
Shc	SHC	bioentities_symbol	SHC2	25759
actin	Actin	bioentities_symbol	ACTA2	59
actin	Actin	bioentities_symbol	ACTC1	70
actin	Actin	bioentities_symbol	ACTG1	71
p130Cas	P130Cas	hgnc_alias_symbol	BCAR1	9564
actin	Actin	bioentities_symbol	ACTG2	72
actin	Actin	bioentities_symbol	ACTA1	58
FAK	FAK	hgnc_alias_symbol	PTK2	5747
