word	symbol	source	hgnc_symbol	entrez
RIG-I	RIG-I	hgnc_alias_symbol	DDX58	23586
NOP14	NOP14	hgnc_symbol	NOP14	8602
GINS	GLNS	hgnc_prev_symbol	GLUL	2752
MDA5	MDA5	hgnc_alias_symbol	IFIH1	64135
RIG-I	RIG-I	hgnc_alias_symbol	DDX58	23586
MAVS	MAVS	hgnc_symbol	MAVS	57506
MAVS	MAVS	hgnc_symbol	MAVS	57506
DUSP11	DUSP11	hgnc_symbol	DUSP11	8446
IKKE	IKKE	hgnc_alias_symbol	IKBKE	9641
TBK1	TBK1	hgnc_symbol	TBK1	29110
IKKE	IKKE	hgnc_alias_symbol	IKBKE	9641
TBK1	TBK1	hgnc_symbol	TBK1	29110
TST	TST	hgnc_symbol	TST	7263
MRPL18	MRPL18	hgnc_symbol	MRPL18	29074
DUSP11	DUSP11	hgnc_symbol	DUSP11	8446
TST	TST	hgnc_symbol	TST	7263
NF-KB	NFKB	bioentities_symbol	NFKB1	4790
NF-KB	NFKB	bioentities_symbol	NFKB2	4791
NF-KB	NFKB	bioentities_symbol	REL	5966
NF-KB	NFKB	bioentities_symbol	RELA	5970
NF-KB	NFKB	bioentities_symbol	RELB	5971
IRF7	IRF7	hgnc_symbol	IRF7	3665
IRF3	IRF3	hgnc_symbol	IRF3	3661
NF-KB	NFKB	bioentities_symbol	NFKB1	4790
NF-KB	NFKB	bioentities_symbol	NFKB2	4791
NF-KB	NFKB	bioentities_symbol	REL	5966
NF-KB	NFKB	bioentities_symbol	RELA	5970
NF-KB	NFKB	bioentities_symbol	RELB	5971
IRF7	IRF7	hgnc_symbol	IRF7	3665
IRF3	IRF3	hgnc_symbol	IRF3	3661
