word	symbol	source	hgnc_symbol	entrez
NF-KB	NF-kappaB	hgnc_alias_symbol	NFKB1	4790
GSK3B	GSK3B	hgnc_symbol	GSK3B	2932
AP1	AP1	bioentities_symbol	FOSL1	8061
AP1	AP1	bioentities_symbol	JUND	3727
IFN-B	IFNB	bioentities_symbol	IFNB1	3456
IRF3	IRF3	hgnc_symbol	IRF3	3661
TRAF6	TRAF6	hgnc_symbol	TRAF6	7189
AP1	AP1	bioentities_symbol	FOSB	2354
TAK1	TAK1	hgnc_alias_symbol	NR2C2	7182
IKKI	IKK-i	hgnc_alias_symbol	IKBKE	9641
AP1	AP1	bioentities_symbol	FOS	2353
TRAF3	TRAF3	hgnc_symbol	TRAF3	7187
TAB1	TAB1	hgnc_symbol	TAB1	10454
TBK1	TBK1	hgnc_symbol	TBK1	29110
TLR3	TLR3	hgnc_symbol	TLR3	7098
RIP1	RIP-1	hgnc_alias_symbol	KRR1	11103
AP1	AP1	bioentities_symbol	JUNB	3726
TAB2	TAB2	hgnc_symbol	TAB2	23118
AP1	AP1	bioentities_symbol	FOSL2	2355
AP1	AP1	bioentities_symbol	JUN	3725
