word	symbol	source	hgnc_symbol	entrez
SOCS1	SOCS1	hgnc_symbol	SOCS1	8651
IKK	IKK	bioentities_symbol	CHUK	1147
MAPKK	MAPKK	bioentities_symbol	MAP2K6	5608
SOCS3	SOCS3	hgnc_symbol	SOCS3	9021
MAPKK	MAPKK	bioentities_symbol	MAP2K5	5607
IKB-a	IkappaBalpha	hgnc_alias_symbol	NFKBIA	4792
IKK	IKK	bioentities_symbol	IKBKB	3551
TNF-a	TNF-alpha	hgnc_alias_symbol	TNF	7124
p38	p38	bioentities_symbol	MAPK13	5603
p38	p38	bioentities_symbol	MAPK12	6300
IL-16	IL-16	hgnc_alias_symbol	IL16	3603
LPS	LPS	hgnc_prev_symbol	IRF6	3664
MAPKK	MAPKK	bioentities_symbol	MAP2K3	5606
NFKB	NFKB	bioentities_symbol	REL	5966
NFKB	NFKB	bioentities_symbol	RELA	5970
NFKB	NFKB	bioentities_symbol	NFKB1	4790
NFKB	NFKB	bioentities_symbol	NFKB2	4791
IKK	IKK	bioentities_symbol	IKBKG	8517
IL-10	IL-10	hgnc_alias_symbol	IL10	3586
NFKB	NFKB	bioentities_symbol	RELB	5971
p38	p38	bioentities_symbol	MAPK14	1432
MAPKK	MAPKK	bioentities_symbol	MAP2K7	5609
MAPKK	MAPKK	bioentities_symbol	MAP2K4	6416
p38	p38	bioentities_symbol	MAPK11	5600
