word	symbol	source	hgnc_symbol	entrez
impact	IMPACT	hgnc_symbol	IMPACT	55364
impact	IMPACT	hgnc_symbol	IMPACT	55364
NPs	NPS	hgnc_symbol	NPS	594857
EEA1	EEA1	hgnc_symbol	EEA1	8411
-LC3	LC3	hgnc_alias_symbol	MAP1LC3A	84557
Rab5	RAB5	hgnc_prev_symbol	RAB5A	5868
Rab7	RAB7	hgnc_prev_symbol	RAB7A	7879
CD9	CD9	hgnc_symbol	CD9	928
CD63	CD63	hgnc_symbol	CD63	967
CD81	CD81	hgnc_symbol	CD81	975
Rab7	RAB7	hgnc_prev_symbol	RAB7A	7879
Rab7	RAB7	hgnc_prev_symbol	RAB7A	7879
Rab7	RAB7	hgnc_prev_symbol	RAB7A	7879
