word	symbol	source	hgnc_symbol	entrez
PTGS/COX	COX	bioentities_symbol	COX5B	1329
PTGS/COX	COX	bioentities_symbol	COX5A	9377
PTGS/COX	COX	bioentities_symbol	COX6B2	125965
CYP2C	CYP2C	hgnc_alias_symbol	CYP2C18	1562
PTGS/COX	COX	bioentities_symbol	COX11	1353
PTGS/COX	COX	bioentities_symbol	COX15	1355
PTGS/COX	COX	bioentities_symbol	COX7A1	1346
PTGS/COX	COX	bioentities_symbol	COX17	10063
CPLA2	cPLA2	hgnc_alias_symbol	KAT5	10524
PTGS/COX	COX	bioentities_symbol	COX7A2	1347
PTGS/COX	COX	bioentities_symbol	COX4I1	1327
PTGS/COX	COX	bioentities_symbol	COX7B2	170712
PTGS/COX	COX	bioentities_symbol	COX8C	341947
PTGS/COX	COX	bioentities_symbol	COX10	1352
PTGS/COX	COX	bioentities_symbol	COX7B	1349
НЕTES	TES	hgnc_symbol	TES	26136
CYP4F	CYP4F	hgnc_alias_symbol	CYP4F3	4051
LOX	LOX	hgnc_symbol	LOX	4015
PTGS/COX	COX	bioentities_symbol	COX8A	1351
PTGS/COX	COX	bioentities_symbol	COX4I2	84701
PTGS/COX	COX	bioentities_symbol	COX6A1	1337
PTGS/COX	COX	bioentities_symbol	COX6B1	1340
PTGS/COX	COX	bioentities_symbol	COX6A2	1339
