word	symbol	source	hgnc_symbol	entrez
(Gi	Gi	bioentities_symbol	GNAI2	2771
(Gi	Gi	bioentities_symbol	GNAZ	2781
(Gi	Gi	bioentities_symbol	GNAI3	2773
E2F-1	E2F1	hgnc_symbol	E2F1	1869
CDK2	CDK2	hgnc_symbol	CDK2	1017
(Gi	Gi	bioentities_symbol	GNAT3	346562
Smad	SMAD	bioentities_symbol	SMAD7	4092
CyclinE2	Cyclin-E2	bioentities_symbol	CCNE2	9134
Smad6/7	SMAD6	hgnc_symbol	SMAD6	4091
Smad1/5/8	SMAD5	hgnc_symbol	SMAD5	4090
Smad1/5/8	SMAD1	hgnc_symbol	SMAD1	4086
(Gi	Gi	bioentities_symbol	GNAT2	2780
Smad	SMAD	bioentities_symbol	SMAD1	4086
(Gi	Gi	bioentities_symbol	GNAI1	2770
Smad	SMAD	bioentities_symbol	SMAD6	4091
Smad	SMAD	bioentities_symbol	SMAD5	4090
(Gi	Gi	bioentities_symbol	GNAO1	2775
Smad	SMAD	bioentities_symbol	SMAD9	4093
LL-37	LL37	hgnc_alias_symbol	CAMP	820
Smad	SMAD	bioentities_symbol	SMAD4	4089
Smad	SMAD	bioentities_symbol	SMAD3	4088
Smad6/7	SMAD7	hgnc_symbol	SMAD7	4092
(Gi	Gi	bioentities_symbol	GNAT1	2779
Smad1/5/8	SMAD8	hgnc_alias_symbol	SMAD9	4093
Smad	SMAD	bioentities_symbol	SMAD2	4087
