word	symbol	source	hgnc_symbol	entrez
TCR	TCR	bioentities_symbol	TRA	6955
EDAR	EDAR	hgnc_symbol	EDAR	10913
TCR	TCR	bioentities_symbol	TRD	6964
FAS	FAS	hgnc_symbol	FAS	355
BCR	BCR	hgnc_symbol	BCR	613
ikBa	IkappaBalpha	hgnc_alias_symbol	NFKBIA	4792
IKK	IKK	bioentities_symbol	CHUK	1147
pis	PIS	hgnc_alias_symbol	CDIPT	10423
TCR	TCR	bioentities_symbol	TRG	6965
IKK	IKK	bioentities_symbol	IKBKG	8517
VEGFR3	VEGFR3	hgnc_alias_symbol	FLT4	2324
NEMO	NEMO	hgnc_alias_symbol	IKBKG	8517
TNFR	TNF-R	hgnc_alias_symbol	TNFRSF1A	7132
TCR	TCR	bioentities_symbol	TRB	6957
RANK	RANK	hgnc_alias_symbol	TNFRSF11A	8792
IKK	IKK	bioentities_symbol	IKBKB	3551
