word	symbol	source	hgnc_symbol	entrez
cox	COX	bioentities_symbol	COX11	1353
cox	COX	bioentities_symbol	COX7A1	1346
cox	COX	bioentities_symbol	COX7B	1349
cox	COX	bioentities_symbol	COX8A	1351
cox	COX	bioentities_symbol	COX10	1352
ACLY	ACLY	hgnc_symbol	ACLY	47
cox	COX	bioentities_symbol	COX15	1355
cox	COX	bioentities_symbol	COX7B2	170712
cox	COX	bioentities_symbol	COX8C	341947
cox	COX	bioentities_symbol	COX4I2	84701
cox	COX	bioentities_symbol	COX5A	9377
FAS	FAS	hgnc_symbol	FAS	355
GPAT	GPAT	hgnc_alias_symbol	PPAT	5471
HMGCR	HMGCR	hgnc_symbol	HMGCR	3156
cox	COX	bioentities_symbol	COX7A2	1347
PGS	PGS	hgnc_prev_symbol	AP1S2	8905
SCD	SCD	hgnc_symbol	SCD	6319
SPHK	SPHK	hgnc_alias_symbol	SPHK1	8877
cox	COX	bioentities_symbol	COX4I1	1327
CAT	CAT	hgnc_symbol	CAT	847
cox	COX	bioentities_symbol	COX17	10063
cox	COX	bioentities_symbol	COX6B2	125965
cox	COX	bioentities_symbol	COX6B1	1340
cox	COX	bioentities_symbol	COX5B	1329
cox	COX	bioentities_symbol	COX6A1	1337
cox	COX	bioentities_symbol	COX6A2	1339
LPA	LPA	hgnc_symbol	LPA	4018
