word	symbol	source	hgnc_symbol	entrez
p-ERK	ERK	bioentities_symbol	MAPK3	5595
p-ERK	ERK	bioentities_symbol	MAPK1	5594
p-ERK	PERK	hgnc_alias_symbol	EIF2AK3	9451
p-ERK	ERK	bioentities_symbol	MAPK3	5595
p-ERK	ERK	bioentities_symbol	MAPK1	5594
p-ERK	PERK	hgnc_alias_symbol	EIF2AK3	9451
P-AKT	AKT	bioentities_symbol	AKT2	208
P-AKT	AKT	bioentities_symbol	AKT3	10000
P-AKT	AKT	bioentities_symbol	AKT1	207
p-AKT	AKT	bioentities_symbol	AKT2	208
p-AKT	AKT	bioentities_symbol	AKT3	10000
p-AKT	AKT	bioentities_symbol	AKT1	207
p-ERK	ERK	bioentities_symbol	MAPK3	5595
p-ERK	ERK	bioentities_symbol	MAPK1	5594
p-ERK	PERK	hgnc_alias_symbol	EIF2AK3	9451
p-AKT	AKT	bioentities_symbol	AKT2	208
p-AKT	AKT	bioentities_symbol	AKT3	10000
p-AKT	AKT	bioentities_symbol	AKT1	207
p-ERK	ERK	bioentities_symbol	MAPK3	5595
p-ERK	ERK	bioentities_symbol	MAPK1	5594
p-ERK	PERK	hgnc_alias_symbol	EIF2AK3	9451
P-AKT	AKT	bioentities_symbol	AKT2	208
P-AKT	AKT	bioentities_symbol	AKT3	10000
P-AKT	AKT	bioentities_symbol	AKT1	207
IL-6	IL-6	hgnc_alias_symbol	IL6	3569
p-STAT3	STAT3	hgnc_symbol	STAT3	6774
LDHB	LDHB	hgnc_symbol	LDHB	3945
