word	symbol	source	hgnc_symbol	entrez
MAPK	MAPK	bioentities_symbol	MAPK10	5602
MAPK	MAPK	bioentities_symbol	MAPK13	5603
MAPK	MAPK	bioentities_symbol	MAPK3	5595
MAPK	MAPK	bioentities_symbol	MAPK8	5599
MAPK	MAPK	bioentities_symbol	MAPK11	5600
MAPK	MAPK	bioentities_symbol	MAPK1	5594
ASC	ASC	hgnc_alias_symbol	PYCARD	29108
IL-18	IL-18	hgnc_alias_symbol	IL18	3606
LPS	LPS	hgnc_prev_symbol	IRF6	3664
MAPK	MAPK	bioentities_symbol	MAPK9	5601
TLR2	TLR2	hgnc_symbol	TLR2	7097
p38	p38	bioentities_symbol	MAPK13	5603
NLRP3	NLRP3	hgnc_symbol	NLRP3	114548
MAPK	MAPK	bioentities_symbol	MAPK14	1432
MAPK	MAPK	bioentities_symbol	MAPK12	6300
NF-KB	NF-kappaB	hgnc_alias_symbol	NFKB1	4790
IL-1B	IL-1B	hgnc_alias_symbol	IL1B	3553
p38	p38	bioentities_symbol	MAPK14	1432
p38	p38	bioentities_symbol	MAPK11	5600
p38	p38	bioentities_symbol	MAPK12	6300
