word	symbol	source	hgnc_symbol	entrez
ATM/ATR	ATR	hgnc_symbol	ATR	545
ATM/ATR	ATM	hgnc_symbol	ATM	472
CDK4/6	CDK4	hgnc_symbol	CDK4	1019
CDK4/6	CDK6	hgnc_symbol	CDK6	1021
Chk1/2	CHK2	hgnc_alias_symbol	CHEK2	11200
Chk1/2	CHK1	hgnc_alias_symbol	CHEK1	1111
p53	p53	hgnc_alias_symbol	TP53	7157
E2F	E2F	bioentities_symbol	E2F3	1871
E2F	E2F	bioentities_symbol	E2F8	79733
E2F	E2F	bioentities_symbol	E2F1	1869
E2F	E2F	bioentities_symbol	E2F2	1870
E2F	E2F	bioentities_symbol	E2F4	1874
E2F	E2F	bioentities_symbol	E2F5	1875
E2F	E2F	bioentities_symbol	E2F6	1876
E2F	E2F	bioentities_symbol	E2F7	144455
