word	symbol	source	hgnc_symbol	entrez
inS/G2	ING2	hgnc_symbol	ING2	3622
inS/G2	INS	hgnc_symbol	INS	3630
RNF168	RNF168	hgnc_symbol	RNF168	165918
CtIP	CtIP	hgnc_alias_symbol	RBBP8	5932
K15	K15	hgnc_alias_symbol	KRT15	3866
53BP1	53BP1	hgnc_alias_symbol	TP53BP1	7158
H2A	H2A	hgnc_prev_symbol	HIST2H2AC	8338
End	END	hgnc_alias_symbol	ENG	2022
BRCA1	BRCA1	hgnc_symbol	BRCA1	672
RPA	RPA	bioentities_symbol	RPA1	6117
RPA	RPA	bioentities_symbol	RPA2	6118
RPA	RPA	bioentities_symbol	RPA3	6119
BARD1	BARD1	hgnc_symbol	BARD1	580
LIG4	LIG4	hgnc_symbol	LIG4	3981
(XLF	XLF	hgnc_alias_symbol	NHEJ1	79840
RAD51,	RAD51	hgnc_symbol	RAD51	5888
