word	symbol	source	hgnc_symbol	entrez
AFP	AFP	hgnc_symbol	AFP	174
НСС	HCC	hgnc_alias_symbol	FAM126A	84668
Bcl-2	Bcl-2	hgnc_alias_symbol	BCL2	596
RAR	RAR	bioentities_symbol	RARA	5914
RAR	RAR	bioentities_symbol	RARB	5915
RAR	RAR	bioentities_symbol	RARG	5916
AFP	AFP	hgnc_symbol	AFP	174
RAR	RAR	bioentities_symbol	RARA	5914
RAR	RAR	bioentities_symbol	RARB	5915
RAR	RAR	bioentities_symbol	RARG	5916
Bcl-2	Bcl-2	hgnc_alias_symbol	BCL2	596
RAR	RAR	bioentities_symbol	RARA	5914
RAR	RAR	bioentities_symbol	RARB	5915
RAR	RAR	bioentities_symbol	RARG	5916
