word	symbol	source	hgnc_symbol	entrez
NeuroD1	NEUROD1	hgnc_symbol	NEUROD1	4760
Pdx1	PDX1	hgnc_symbol	PDX1	3651
(INS)	INS	hgnc_symbol	INS	3630
MafA	MAFA	hgnc_symbol	MAFA	389692
actin	Actin	bioentities_symbol	ACTG1	71
actin	Actin	bioentities_symbol	ACTG2	72
actin	Actin	bioentities_symbol	ACTB	60
actin	Actin	bioentities_symbol	ACTC1	70
ACh	ACH	hgnc_prev_symbol	FGFR3	2261
gap	GAP	hgnc_alias_symbol	RASA1	5921
GLUT	GLUT	hgnc_prev_symbol	SLC2A1	6513
actin	Actin	bioentities_symbol	ACTA1	58
A-chain	alpha-chain	hgnc_alias_symbol	FCGRT	2217
actin	Actin	bioentities_symbol	ACTA2	59
